timestamp,tower_id,latency_sec,bandwidth,dropped_calls,total_calls,uptime_percent,network_type,operator,users_connected,download_speed_mbps,signal_strength_dbm,tower_load_percent,average_call_duration_sec,handover_success_rate,packet_loss_percent,jitter_ms,tower_temperature_c,battery_backup_hours,tower_age_years,maintenance_due,upload_speed_mbps,call_drop_reason,weather_condition,technician_notes,last_maintenance,tower_color,is_test_tower,tower_height_m,signal_icon,internal_code,notes,extra_flag,location.latitude,location.longitude,signal_strength.RSSI,signal_strength.RSRP,signal_strength.SINR,voip_metrics.jitter_ms,voip_metrics.packet_loss_percent,call_drop_rate,bandwidth_mbps,bandwidth_numeric,anomaly
2025-08-27 02:55:00,TWR1090,0.945,8.64 Mbps,4,101,98.86,LTE,Vodafone UK,286,29.76,-100.09,29.73,158.9,89.13,1.98,3.38,34.2,8.5,1,False,11.9,Satisfactory,Sunny,Rebooted system,2024-12-01,Blue,False,98.9,✅,INT24896,Pending upgrade,B,51.511364,-0.120401,-75.35,-92.93,-4.95,27.19,2.27,3.96039603960396,8.64,8.646,Normal
2025-08-27 03:00:00,TWR1019,0.961,66.68 Mbps,5,180,99.35,5G,EE,223,36.63,-71.96,41.13,101.8,99.01,2.62,6.68,10.7,0.6,10,False,14.65,Other,Sunny,Rebooted system,2024-11-24,White,False,34.13,✅,INT92925,,C,51.750834,-1.251742,-103.7,-86.59,11.89,6.12,4.2,2.7777777777777777,66.68,66.686,Normal
2025-08-27 03:05:00,TWR1009,0.162,45.26 Gbps,10,86,97.24,5G,Vodafone UK,473,19.12,-63.45,75.25,223.0,92.21,3.79,10.74,44.0,4.1,13,False,7.65,Poor Voice Quality,Sunny,,2025-01-21,Red,False,96.96,⚠️,INT22142,,A,51.509108,-0.121328,-114.31,-84.4,13.47,49.46,2.43,11.627906976744184,45260.0,45.269,Normal
2025-08-27 03:10:00,TWR1038,0.781,97.91 Gbps,6,162,97.27,4G,Three,277,30.58,-88.97,87.0,219.0,96.58,4.74,19.25,17.0,9.5,8,False,12.23,Poor Voice Quality,Sunny,Checked cables,2025-06-30,Grey,False,85.36,⚠️,INT93737,Pending upgrade,A,52.47652,-1.884457,-116.88,-87.45,3.03,16.22,3.66,3.7037037037037033,97910.0,97.919,Normal
2025-08-27 03:15:00,TWR1025,0.299,20.1 Gbps,1,162,96.27,4G,Three,414,21.55,-86.26,58.87,102.1,99.49,4.84,17.99,42.6,10.1,18,False,8.62,,Sunny,Checked cables,2024-11-01,Red,False,61.0,⚠️,INT33202,Temporary site,A,51.753638,-1.264031,-119.09,-90.13,14.27,3.99,1.91,0.6172839506172839,20100.0,20.19,Normal
2025-08-27 03:20:00,TWR1072,0.265,28.69 Gbps,5,108,96.8,4G,O2,257,32.57,-86.7,50.39,250.3,91.65,2.48,19.05,28.9,0.8,8,False,13.03,Poor Voice Quality,Cloudy,Rebooted system,2024-11-12,Red,True,90.58,📶,INT95303,Temporary site,A,51.754762,-1.26364,-76.94,-89.59,13.86,8.98,0.48,4.62962962962963,28690.0,28.699,Normal
2025-08-27 03:25:00,TWR1092,0.227,96.68 Gbps,8,102,98.66,5G,Vodafone UK,272,31.06,-67.95,64.21,125.5,89.59,2.36,18.27,43.6,3.8,13,True,12.42,Other,Rainy,,2024-09-08,Blue,True,79.56,⚠️,INT94609,Legacy hardware,A,51.745179,-1.265471,-63.07,-126.41,25.32,36.22,0.9,7.84313725490196,96680.0,96.689,Normal
2025-08-27 03:30:00,TWR1084,0.615,53.71 Gbps,2,128,96.0,4G,Vodafone UK,499,18.21,-75.47,46.68,266.5,98.13,0.98,14.51,23.8,2.9,17,False,7.29,Satisfactory,Rainy,No issues,2025-03-09,White,True,86.88,🔇,INT79580,Legacy hardware,Z,50.827901,-0.135874,-109.47,-138.12,22.27,42.77,2.7,1.5625,53710.0,53.719,Normal
2025-08-27 03:35:00,TWR1053,0.184,47.69 Mbps,8,195,96.8,LTE,O2,176,44.25,-104.42,92.85,267.2,85.49,4.15,15.69,20.5,6.0,8,False,17.7,Poor Voice Quality,Cloudy,,2024-12-30,White,True,52.83,✅,INT87473,,C,57.147163,-2.100885,-92.21,-103.84,11.97,4.15,2.86,4.102564102564102,47.69,47.696,Normal
2025-08-27 03:40:00,TWR1056,0.522,31.67 Gbps,4,106,96.46,5G,O2,259,32.36,-81.92,63.39,252.5,90.39,0.42,8.87,31.3,9.7,16,True,12.94,Poor Voice Quality,Cloudy,Checked cables,2025-01-29,Red,False,65.18,📶,INT16868,Pending upgrade,A,55.960948,-3.182827,-106.14,-106.57,0.35,35.46,3.66,3.7735849056603774,31670.0,31.679,Normal
2025-08-27 03:45:00,TWR1022,0.335,92.47 Gbps,9,152,96.38,5G,Vodafone UK,106,64.1,-93.13,52.36,54.1,91.52,0.38,14.36,43.4,6.3,6,True,25.64,Satisfactory,Foggy,Checked cables,2025-01-18,White,False,87.03,✅,INT20620,Pending upgrade,C,53.405836,-2.988668,-109.11,-131.45,10.85,38.02,4.19,5.921052631578947,92470.0,92.479,Normal
2025-08-27 03:50:00,TWR1036,0.67,31.15 Gbps,9,54,95.1,4G,O2,251,33.22,-60.15,47.7,208.3,89.57,3.82,15.77,38.2,2.0,12,False,13.29,Other,Sunny,,2025-06-17,Blue,False,98.37,📶,INT99108,Temporary site,Z,51.453691,-2.587438,-77.62,-138.93,-3.91,5.31,1.04,16.666666666666664,31150.0,31.159,Anomaly
2025-08-27 03:55:00,TWR1065,0.103,18.32 Gbps,3,185,98.17,4G,Three,234,35.21,-106.44,16.9,140.9,98.41,0.22,8.51,36.8,11.3,18,True,14.08,Satisfactory,Sunny,Checked cables,2025-04-13,White,False,74.79,⚠️,INT87358,Legacy hardware,Z,51.758021,-1.264894,-95.63,-114.72,5.35,35.03,1.62,1.6216216216216215,18320.0,18.329,Normal
2025-08-27 04:00:00,TWR1091,0.183,45.96 Gbps,9,197,99.19,5G,O2,203,39.53,-87.34,90.13,214.7,88.8,0.49,18.33,11.3,5.0,3,False,15.81,Satisfactory,Foggy,No issues,2024-12-10,Blue,True,42.61,✅,INT18987,Temporary site,B,50.828511,-0.146215,-76.04,-132.26,0.79,47.99,3.6,4.568527918781726,45960.0,45.969,Normal
2025-08-27 04:05:00,TWR1050,0.811,21.84 Mbps,3,134,97.45,5G,Three,106,64.1,-77.86,34.16,293.1,87.02,1.91,1.52,40.4,2.1,19,True,25.64,Satisfactory,Sunny,No issues,2025-02-21,Blue,False,71.36,📶,INT80419,Pending upgrade,Z,53.481932,-2.24407,-82.31,-122.8,-8.07,23.28,1.97,2.238805970149253,21.84,21.846,Normal
2025-08-27 04:10:00,TWR1010,0.513,73.07 Gbps,0,183,96.5,4G,O2,313,27.55,-99.27,18.79,165.6,87.88,2.81,10.96,22.2,3.3,17,False,11.02,Satisfactory,Foggy,Rebooted system,2025-01-18,Red,True,44.27,📶,INT81486,Pending upgrade,B,50.821887,-0.129389,-61.12,-99.37,27.07,16.21,1.59,0.0,73070.0,73.079,Normal
2025-08-27 04:15:00,TWR1070,0.152,32.81 Mbps,4,179,97.67,4G,EE,246,33.78,-85.25,43.52,214.4,96.75,1.04,12.97,22.3,9.0,1,True,13.51,Satisfactory,Sunny,Checked cables,2025-05-29,Red,False,83.86,✅,INT27769,,Z,51.446636,-2.580293,-109.07,-88.02,24.26,7.34,4.8,2.23463687150838,32.81,32.816,Normal
2025-08-27 04:20:00,TWR1097,0.125,90.47 Mbps,6,140,96.52,5G,O2,361,24.33,-66.97,43.13,201.7,95.33,1.48,16.15,19.0,1.8,10,True,9.73,Poor Voice Quality,Cloudy,No issues,2025-07-29,Blue,True,67.28,✅,INT34676,Pending upgrade,Z,53.416979,-2.983684,-69.14,-104.98,13.5,34.8,2.42,4.285714285714286,90.47,90.476,Normal
2025-08-27 04:25:00,TWR1076,0.605,78.64 Gbps,0,142,95.1,5G,O2,327,26.53,-82.88,61.0,142.0,88.35,2.05,8.75,29.3,8.1,3,True,10.61,Other,Cloudy,Checked cables,2025-01-02,Red,False,74.21,✅,INT39924,,B,51.751133,-1.261687,-63.08,-117.73,10.15,43.48,0.38,0.0,78640.0,78.649,Normal
2025-08-27 04:30:00,TWR1055,0.155,88.42 Mbps,2,76,95.15,LTE,O2,279,30.4,-76.22,75.18,207.8,94.47,0.03,9.95,33.7,6.3,4,True,12.16,Satisfactory,Cloudy,,2024-12-13,Red,False,87.84,✅,INT57983,,A,53.417904,-2.995927,-64.76,-87.51,27.42,7.94,0.26,2.631578947368421,88.42,88.426,Normal
2025-08-27 04:35:00,TWR1031,0.965,30.58 Gbps,10,152,95.68,LTE,O2,432,20.75,-70.96,80.57,201.3,97.7,4.49,7.11,26.4,11.7,15,True,8.3,Poor Voice Quality,Sunny,No issues,2025-04-13,Blue,True,32.31,✅,INT78941,Temporary site,C,50.826291,-0.128281,-69.78,-113.3,-4.59,13.29,4.97,6.578947368421052,30580.0,30.589,Normal
2025-08-27 04:40:00,TWR1017,0.811,29.52 Mbps,9,134,95.98,LTE,O2,292,29.24,-88.26,82.6,151.3,97.45,4.04,19.64,41.7,3.4,3,False,11.7,Poor Voice Quality,Foggy,No issues,2025-07-30,White,False,49.51,⚠️,INT59215,,B,54.970475,-1.615579,-91.65,-132.74,16.3,8.34,3.92,6.7164179104477615,29.52,29.526,Normal
2025-08-27 04:45:00,TWR1034,0.597,84.67 Mbps,6,60,96.54,4G,O2,279,30.4,-74.77,82.67,221.3,92.12,4.52,15.91,44.5,6.9,1,True,12.16,Satisfactory,Rainy,Rebooted system,2025-04-01,Blue,True,84.47,📶,INT81869,Legacy hardware,B,55.958084,-3.182754,-76.88,-121.17,23.77,32.46,1.52,10.0,84.67,84.676,Normal
2025-08-27 04:50:00,TWR1035,0.114,88.13 Mbps,2,185,95.86,4G,EE,324,26.74,-99.71,50.26,81.1,96.74,3.0,10.39,39.3,0.3,8,False,10.7,Satisfactory,Sunny,No issues,2025-04-10,Grey,True,44.19,📶,INT62406,Temporary site,Z,52.483372,-1.899585,-93.66,-127.7,8.7,27.61,2.07,1.0810810810810811,88.13,88.136,Normal
2025-08-27 04:55:00,TWR1092,0.361,84.35 Mbps,10,144,98.57,LTE,EE,314,27.47,-73.53,99.06,225.1,86.88,4.69,3.58,18.6,11.0,2,True,10.99,Poor Voice Quality,Foggy,Rebooted system,2024-09-24,Grey,False,56.48,✅,INT67332,,A,51.752404,-1.260902,-101.1,-126.08,18.16,12.89,2.83,6.944444444444445,84.35,84.356,Normal
2025-08-27 05:00:00,TWR1069,0.316,24.61 Mbps,10,61,96.97,LTE,Three,40,111.11,-80.07,72.67,259.7,89.43,3.22,3.96,26.5,5.3,20,True,44.44,Satisfactory,Sunny,No issues,2024-10-09,Grey,False,75.21,⚠️,INT45294,Temporary site,C,53.418246,-2.983287,-97.74,-110.46,16.7,20.29,3.62,16.39344262295082,24.61,24.616,Anomaly
2025-08-27 05:05:00,TWR1038,0.659,21.75 Gbps,5,145,99.57,LTE,Three,194,40.98,-98.13,25.28,120.5,99.25,3.05,10.71,40.1,2.2,12,True,16.39,,Rainy,Rebooted system,2025-02-28,White,True,93.16,🔇,INT35197,Pending upgrade,C,52.487639,-1.888025,-81.21,-108.72,9.08,18.89,0.04,3.4482758620689653,21750.0,21.759,Normal
2025-08-27 05:10:00,TWR1081,0.485,73.97 Gbps,10,106,97.65,5G,Three,405,21.98,-100.93,33.64,256.6,92.45,2.11,16.98,37.8,5.4,5,False,8.79,Poor Voice Quality,Foggy,No issues,2024-11-11,Blue,True,65.85,🔇,INT10320,Temporary site,C,51.449138,-2.585961,-117.74,-86.31,14.5,26.78,0.01,9.433962264150944,73970.0,73.979,Normal
2025-08-27 05:15:00,TWR1090,0.411,86.1 Mbps,4,140,97.71,LTE,Vodafone UK,106,64.1,-109.16,56.97,289.4,95.64,4.4,5.26,35.4,0.8,20,False,25.64,Other,Cloudy,,2025-08-09,Grey,False,74.14,🔇,INT46936,Pending upgrade,C,57.1575,-2.10373,-63.17,-120.36,20.89,47.41,1.95,2.857142857142857,86.1,86.16,Normal
2025-08-27 05:20:00,TWR1070,0.838,87.15 Mbps,9,119,98.01,4G,Vodafone UK,35,117.65,-94.13,74.94,105.9,88.53,0.27,16.32,38.8,6.7,20,True,47.06,Other,Foggy,Rebooted system,2024-09-03,Grey,True,50.73,✅,INT66911,,B,51.510762,-0.132696,-113.44,-114.25,14.5,40.53,3.93,7.563025210084033,87.15,87.156,Normal
2025-08-27 05:25:00,TWR1071,0.393,67.17 Mbps,3,195,96.22,LTE,O2,69,84.03,-88.25,91.59,32.7,97.78,1.69,16.44,20.9,3.4,4,True,33.61,Poor Voice Quality,Rainy,Checked cables,2025-01-18,Red,True,94.75,📶,INT39967,Temporary site,C,55.95914,-3.182641,-100.55,-121.2,-6.02,16.08,2.78,1.5384615384615383,67.17,67.176,Normal
2025-08-27 05:30:00,TWR1034,0.305,34.34 Gbps,7,124,95.68,5G,Three,268,31.45,-84.25,12.79,218.4,93.08,4.71,13.21,16.6,7.3,10,True,12.58,Poor Voice Quality,Sunny,Checked cables,2024-09-27,Red,True,77.09,✅,INT88160,Legacy hardware,B,53.484244,-2.241513,-88.84,-126.71,28.44,27.96,0.19,5.64516129032258,34340.0,34.349,Normal
2025-08-27 05:35:00,TWR1068,0.178,53.48 Mbps,9,133,98.87,4G,Vodafone UK,222,36.76,-74.25,63.82,148.0,89.51,1.91,1.03,38.0,9.4,18,False,14.71,Other,Cloudy,Rebooted system,2025-02-22,Red,False,92.25,⚠️,INT10487,,Z,55.952789,-3.192209,-118.51,-116.02,2.45,7.81,2.62,6.7669172932330826,53.48,53.486,Normal
2025-08-27 05:40:00,TWR1029,0.223,91.51 Gbps,10,56,96.69,LTE,EE,133,54.64,-68.07,39.36,247.6,87.27,2.88,14.03,18.8,4.8,9,False,21.86,Other,Cloudy,No issues,2025-03-08,Grey,True,64.37,⚠️,INT87387,Temporary site,B,51.445013,-2.580304,-91.64,-108.95,9.76,31.9,1.69,17.857142857142858,91510.0,91.519,Anomaly
2025-08-27 05:45:00,TWR1038,0.764,77.12 Gbps,6,186,99.31,5G,Vodafone UK,405,21.98,-69.49,77.22,74.0,95.81,1.68,13.21,38.7,8.1,4,False,8.79,Satisfactory,Cloudy,Rebooted system,2025-03-06,White,False,94.98,🔇,INT52834,Pending upgrade,B,57.148047,-2.104081,-92.75,-93.45,7.09,47.8,3.82,3.225806451612903,77120.0,77.129,Normal
2025-08-27 05:50:00,TWR1056,0.467,39.34 Gbps,8,134,96.6,5G,Three,414,21.55,-79.97,88.23,180.0,93.37,1.87,13.88,19.3,5.7,9,False,8.62,Poor Voice Quality,Cloudy,No issues,2025-05-13,White,False,73.09,⚠️,INT25297,,A,55.959705,-3.181785,-85.15,-109.7,13.09,38.09,1.58,5.970149253731343,39340.0,39.349,Normal
2025-08-27 05:55:00,TWR1042,0.982,46.48 Mbps,1,53,98.15,5G,EE,308,27.93,-96.81,14.68,290.2,97.89,3.81,9.89,42.8,8.2,17,True,11.17,Other,Sunny,No issues,2025-08-03,Grey,False,53.33,✅,INT83902,Temporary site,A,55.957604,-3.188992,-70.19,-106.64,-7.64,4.43,3.5,1.8867924528301887,46.48,46.486,Normal
2025-08-27 06:00:00,TWR1009,0.573,87.26 Mbps,4,191,96.32,5G,EE,339,25.71,-77.09,70.87,101.7,93.54,2.36,3.12,22.2,7.2,9,False,10.28,Satisfactory,Sunny,Checked cables,2025-07-03,White,False,41.72,🔇,INT59565,,C,57.15338,-2.091565,-91.9,-135.92,-7.97,34.27,2.21,2.094240837696335,87.26,87.266,Normal
2025-08-27 06:05:00,TWR1080,0.954,59.09 Mbps,3,187,99.98,LTE,EE,154,49.02,-103.37,15.88,180.2,96.04,4.29,17.13,45.0,8.6,9,True,19.61,Satisfactory,Sunny,,2025-04-07,Red,False,95.67,⚠️,INT65868,Temporary site,Z,50.824861,-0.136757,-61.93,-82.88,24.12,21.99,1.33,1.6042780748663104,59.09,59.096,Normal
2025-08-27 06:10:00,TWR1023,0.348,59.26 Gbps,10,123,98.52,4G,O2,391,22.68,-61.0,42.69,290.2,96.52,2.34,11.34,40.9,6.7,2,True,9.07,Other,Rainy,,2024-09-14,Blue,True,51.92,✅,INT14429,Legacy hardware,C,53.399868,-2.987537,-75.73,-89.93,3.69,38.23,3.63,8.130081300813007,59260.0,59.269,Normal
2025-08-27 06:15:00,TWR1064,0.385,67.75 Mbps,1,52,98.85,LTE,O2,121,58.48,-108.4,57.48,190.7,94.64,2.96,11.88,35.0,6.3,17,True,23.39,Satisfactory,Foggy,,2024-08-25,White,False,55.24,✅,INT58677,Temporary site,A,51.456865,-2.597414,-87.43,-118.35,6.78,12.46,0.36,1.9230769230769231,67.75,67.756,Normal
2025-08-27 06:20:00,TWR1007,0.651,36.96 Mbps,3,151,97.3,4G,Three,29,126.58,-64.42,29.67,110.0,98.17,2.15,10.51,20.9,3.2,4,False,50.63,Poor Voice Quality,Foggy,,2025-03-27,Red,False,92.76,🔇,INT84166,,Z,54.982682,-1.621459,-65.9,-135.53,8.29,15.57,0.48,1.9867549668874172,36.96,36.966,Normal
2025-08-27 06:25:00,TWR1002,0.433,44.68 Gbps,1,84,99.52,LTE,Three,75,80.0,-81.15,10.98,217.7,91.58,3.47,10.5,42.7,11.7,12,True,32.0,Poor Voice Quality,Sunny,,2025-03-03,White,False,77.04,📶,INT96828,Temporary site,Z,53.488903,-2.251787,-68.23,-83.61,26.06,21.49,2.81,1.1904761904761905,44680.0,44.689,Normal
2025-08-27 06:30:00,TWR1024,0.537,14.02 Gbps,8,141,97.53,LTE,Vodafone UK,133,54.64,-71.03,34.22,198.5,97.5,0.18,11.57,25.4,5.3,16,True,21.86,Poor Voice Quality,Foggy,,2025-02-25,Blue,True,64.99,⚠️,INT25423,Temporary site,A,57.154306,-2.100107,-73.16,-138.16,-2.21,21.17,1.4,5.673758865248227,14020.0,14.029,Normal
2025-08-27 06:35:00,TWR1097,0.972,53.32 Mbps,3,148,95.58,LTE,O2,456,19.76,-65.4,15.62,127.3,92.06,4.11,5.88,34.8,9.0,16,False,7.91,Poor Voice Quality,Cloudy,Checked cables,2024-10-20,Grey,True,60.14,🔇,INT88208,,B,51.458355,-2.582084,-117.9,-105.84,-1.86,5.2,4.53,2.027027027027027,53.32,53.326,Normal
2025-08-27 06:40:00,TWR1068,0.997,95.1 Gbps,3,84,96.24,LTE,Vodafone UK,481,18.83,-104.07,99.14,107.3,88.22,2.89,11.54,34.3,5.4,3,True,7.53,Other,Rainy,No issues,2025-03-19,Red,False,97.36,⚠️,INT69349,Pending upgrade,B,50.815911,-0.131471,-118.55,-99.32,19.78,3.94,1.15,3.571428571428571,95100.0,95.19,Normal
2025-08-27 06:45:00,TWR1031,0.891,54.88 Gbps,4,135,98.2,5G,EE,270,31.25,-66.04,59.98,169.6,89.38,1.36,19.06,27.0,7.6,15,True,12.5,Poor Voice Quality,Sunny,,2025-08-10,Grey,False,53.8,✅,INT29482,Pending upgrade,B,53.39977,-2.984686,-80.33,-97.86,-5.59,11.9,1.12,2.9629629629629632,54880.0,54.889,Normal
2025-08-27 06:50:00,TWR1056,0.475,49.04 Mbps,4,114,95.6,LTE,Three,47,103.09,-80.28,69.91,108.0,98.09,2.5,16.68,16.5,4.6,3,False,41.24,Satisfactory,Cloudy,Rebooted system,2024-10-04,White,True,50.65,✅,INT91324,Pending upgrade,B,55.948035,-3.189215,-64.84,-83.05,3.94,41.96,1.17,3.508771929824561,49.04,49.046,Normal
2025-08-27 06:55:00,TWR1033,0.862,37.61 Mbps,9,158,96.52,4G,Vodafone UK,44,106.38,-92.6,15.78,75.9,92.0,0.9,19.8,20.8,2.3,19,True,42.55,,Rainy,,2024-09-03,Red,True,36.36,⚠️,INT97945,Pending upgrade,C,57.145173,-2.085553,-76.07,-89.87,28.0,28.73,0.9,5.69620253164557,37.61,37.616,Normal
2025-08-27 07:00:00,TWR1037,0.154,55.14 Gbps,5,141,96.51,5G,Vodafone UK,249,33.44,-70.96,39.75,253.5,85.35,2.61,10.41,43.1,6.7,14,False,13.38,Other,Sunny,,2025-08-03,Red,True,36.07,📶,INT32521,,A,50.817243,-0.133672,-90.82,-89.34,23.74,45.72,2.76,3.546099290780142,55140.0,55.149,Normal
2025-08-27 07:05:00,TWR1089,0.672,34.78 Gbps,8,182,98.91,LTE,O2,100,66.67,-96.72,79.11,96.6,92.16,1.51,18.86,12.0,6.7,16,True,26.67,Other,Rainy,Checked cables,2025-02-27,White,False,87.54,✅,INT22164,Legacy hardware,Z,57.149101,-2.092038,-106.22,-100.78,-9.57,45.62,1.48,4.395604395604396,34780.0,34.789,Normal
2025-08-27 07:10:00,TWR1002,0.723,84.08 Mbps,6,156,99.51,LTE,Vodafone UK,191,41.49,-98.97,52.55,41.6,96.93,4.99,3.02,19.2,4.9,19,True,16.6,Satisfactory,Sunny,Checked cables,2024-12-22,Blue,True,58.82,📶,INT26507,,B,53.40063,-2.991138,-108.26,-124.55,6.66,29.72,2.35,3.8461538461538463,84.08,84.086,Normal
2025-08-27 07:15:00,TWR1071,0.943,48.73 Gbps,4,64,96.92,4G,Three,144,51.55,-69.98,87.49,202.5,95.97,3.54,11.46,21.0,4.8,11,False,20.62,Poor Voice Quality,Rainy,,2025-05-03,Grey,False,54.12,🔇,INT99623,Temporary site,B,52.493808,-1.892182,-77.64,-87.53,12.02,42.03,1.84,6.25,48730.0,48.739,Normal
2025-08-27 07:20:00,TWR1044,0.823,23.68 Mbps,5,114,99.88,5G,O2,295,28.99,-103.85,67.37,158.5,89.55,4.51,10.0,29.1,6.4,13,False,11.59,Satisfactory,Foggy,Checked cables,2025-01-25,Grey,True,41.21,📶,INT96606,Temporary site,B,54.976161,-1.621876,-102.26,-85.19,9.26,33.54,4.77,4.385964912280701,23.68,23.686,Normal
2025-08-27 07:25:00,TWR1007,0.806,9.69 Mbps,4,183,96.15,5G,Vodafone UK,430,20.83,-96.96,31.33,38.2,97.73,3.38,13.45,14.8,4.7,15,True,8.33,Poor Voice Quality,Cloudy,Checked cables,2024-11-09,Grey,False,64.55,📶,INT69525,Temporary site,Z,55.951911,-3.189878,-102.48,-88.28,12.69,6.93,3.95,2.185792349726776,9.69,9.696,Normal
2025-08-27 07:30:00,TWR1017,0.516,28.94 Gbps,3,166,95.37,4G,EE,397,22.37,-90.37,86.36,218.6,91.25,2.35,4.94,39.0,5.8,3,False,8.95,Poor Voice Quality,Cloudy,No issues,2025-01-24,Red,True,43.01,🔇,INT62401,Temporary site,Z,50.814359,-0.133313,-61.8,-98.54,-1.55,16.39,3.95,1.8072289156626504,28940.0,28.949,Normal
2025-08-27 07:35:00,TWR1071,0.326,85.51 Mbps,7,93,96.52,LTE,EE,424,21.1,-63.81,95.12,51.7,99.98,0.06,11.34,38.2,10.2,5,False,8.44,Poor Voice Quality,Foggy,Rebooted system,2025-05-12,Grey,True,58.85,⚠️,INT33157,Pending upgrade,A,54.970358,-1.61917,-113.53,-83.68,7.31,14.76,2.71,7.526881720430108,85.51,85.516,Normal
2025-08-27 07:40:00,TWR1085,0.369,38.05 Mbps,6,190,96.24,LTE,EE,50,100.0,-90.68,53.15,171.3,95.31,2.02,15.12,18.8,0.6,4,False,40.0,Satisfactory,Foggy,Checked cables,2024-11-01,White,False,62.32,📶,INT48548,Temporary site,C,55.958753,-3.185194,-100.5,-114.88,13.62,9.53,3.86,3.1578947368421053,38.05,38.056,Normal
2025-08-27 07:45:00,TWR1010,0.141,35.86 Gbps,7,126,95.12,4G,Three,311,27.7,-86.52,22.12,227.1,99.34,4.47,12.18,28.9,4.1,14,True,11.08,Poor Voice Quality,Foggy,No issues,2025-03-22,Grey,True,84.17,✅,INT71298,Legacy hardware,C,51.498887,-0.127903,-92.31,-128.14,-8.66,24.1,4.82,5.555555555555555,35860.0,35.869,Normal
2025-08-27 07:50:00,TWR1042,0.922,44.14 Mbps,2,199,95.14,5G,Vodafone UK,23,136.99,-69.39,59.15,58.4,93.0,3.56,1.05,13.4,7.5,12,False,54.79,,Foggy,Rebooted system,2024-12-26,Blue,False,68.88,📶,INT94623,,Z,53.487494,-2.246124,-86.7,-88.34,11.79,25.64,0.14,1.0050251256281406,44.14,44.146,Normal
2025-08-27 07:55:00,TWR1085,0.725,6.18 Gbps,8,176,96.43,4G,Vodafone UK,388,22.83,-66.59,80.06,48.3,87.18,1.84,15.87,42.2,9.5,17,True,9.13,Poor Voice Quality,Sunny,Rebooted system,2024-12-03,Grey,True,94.89,✅,INT76327,Legacy hardware,B,57.14793,-2.085096,-63.87,-99.59,-9.75,2.64,0.42,4.545454545454546,6180.0,6.189,Normal
2025-08-27 08:00:00,TWR1063,0.382,7.09 Mbps,10,127,95.45,LTE,O2,480,18.87,-79.47,53.26,283.2,94.07,3.92,19.48,35.0,0.3,7,False,7.55,Satisfactory,Rainy,Rebooted system,2025-01-18,White,True,43.18,⚠️,INT68837,Pending upgrade,A,53.416406,-2.999114,-89.31,-83.12,20.49,4.57,0.86,7.874015748031496,7.09,7.096,Normal
2025-08-27 08:05:00,TWR1032,0.236,13.14 Gbps,8,59,99.26,LTE,Three,326,26.6,-106.81,74.56,78.9,93.83,0.98,8.56,37.1,1.8,7,False,10.64,Satisfactory,Cloudy,,2025-06-13,White,True,89.18,🔇,INT46409,Temporary site,Z,51.512339,-0.120943,-96.65,-95.73,5.72,26.74,4.81,13.559322033898304,13140.0,13.149,Anomaly
2025-08-27 08:10:00,TWR1010,0.436,24.95 Gbps,2,138,95.96,5G,Vodafone UK,495,18.35,-102.48,45.86,85.6,96.72,4.71,1.9,43.9,6.5,6,False,7.34,Satisfactory,Foggy,Checked cables,2024-09-14,Blue,False,40.53,📶,INT32513,Temporary site,C,50.818089,-0.141391,-108.46,-125.12,0.66,11.55,4.03,1.4492753623188406,24950.0,24.959,Normal
2025-08-27 08:15:00,TWR1080,0.863,20.41 Mbps,4,54,99.12,LTE,Vodafone UK,469,19.27,-99.19,67.47,225.4,92.42,2.44,7.34,22.3,1.7,18,True,7.71,Poor Voice Quality,Cloudy,No issues,2024-10-07,White,True,48.4,🔇,INT87404,Legacy hardware,A,57.143864,-2.103698,-90.35,-89.54,2.71,23.84,1.1,7.4074074074074066,20.41,20.416,Normal
2025-08-27 08:20:00,TWR1016,0.716,10.64 Gbps,8,187,96.42,LTE,Vodafone UK,431,20.79,-87.96,44.95,94.1,87.03,4.28,17.78,17.1,0.9,12,False,8.32,Poor Voice Quality,Foggy,No issues,2025-07-03,Grey,True,60.1,⚠️,INT96013,Legacy hardware,A,57.155841,-2.086505,-115.55,-121.8,24.66,13.39,3.28,4.27807486631016,10640.0,10.649,Normal
2025-08-27 08:25:00,TWR1029,0.591,66.01 Gbps,9,179,96.87,4G,EE,198,40.32,-76.77,15.06,214.0,91.03,2.88,16.63,19.2,0.8,19,False,16.13,Other,Cloudy,Checked cables,2025-02-25,Blue,True,44.5,📶,INT26780,Temporary site,Z,51.743558,-1.257049,-61.32,-88.34,19.54,35.89,3.03,5.027932960893855,66010.0,66.019,Normal
2025-08-27 08:30:00,TWR1096,0.282,92.72 Mbps,3,105,97.8,LTE,O2,444,20.24,-63.85,40.05,283.6,85.67,1.79,14.22,41.4,7.6,4,True,8.1,,Rainy,Checked cables,2024-10-28,Grey,False,43.26,📶,INT74295,Temporary site,A,57.143612,-2.090487,-66.51,-130.75,-3.74,19.42,1.9,2.857142857142857,92.72,92.726,Normal
2025-08-27 08:35:00,TWR1084,0.943,40.43 Mbps,2,151,99.32,LTE,O2,254,32.89,-99.91,81.37,63.4,98.93,1.48,5.05,28.2,11.0,12,True,13.16,Satisfactory,Foggy,Rebooted system,2025-01-20,White,True,89.25,📶,INT96886,,A,53.408268,-2.995971,-101.81,-86.2,24.07,44.5,4.96,1.3245033112582782,40.43,40.436,Normal
